Banner,UPC,Hawaii,Kansas,New York,Northern California,Texas,All
Whole Foods,388197861.0,,1.99,27.99,31.59,27.19,22.19
Whole Foods,388544851.0,,1.99,54.29,,,28.14
Whole Foods,391122766.0,,1.99,52.89,,51.29,35.39
Whole Foods,392781848.0,,1.99,40.29,,39.09,27.12
Whole Foods,393028851.0,,1.99,52.49,,50.99,35.16
Whole Foods,394331468.0,,1.99,52.59,59.29,50.99,41.22
Whole Foods,395515572.0,,1.99,22.99,,,12.49
Whole Foods,395790602.0,,1.99,51.79,58.39,50.29,40.62
Whole Foods,396134202.0,,1.99,,45.79,,23.89
Whole Foods,397250295.0,,1.99,30.19,33.99,,22.06
Whole Foods,399409590.0,,1.99,,29.49,25.39,18.96
Whole Foods,400625108.0,,1.99,,33.49,,17.74
Whole Foods,401436440.0,,1.99,29.39,33.09,,21.49
Whole Foods,403149940.0,,1.99,38.19,42.99,36.99,30.04
Whole Foods,405684153.0,,1.99,56.89,64.09,,40.99
Whole Foods,405988807.0,,1.99,43.49,48.99,,31.49
Whole Foods,406039511.0,,1.99,55.19,62.19,53.59,43.24
Whole Foods,414105716.0,,1.99,44.59,,,23.29
Whole Foods,416414679.0,,1.99,,35.69,30.79,22.82
Whole Foods,416642778.0,,1.99,,,,1.99
Whole Foods,416724552.0,,1.99,7.19,8.09,,5.76
Whole Foods,418444428.0,,1.99,17.79,,17.29,12.36
Whole Foods,420577775.0,,1.99,21.09,23.79,20.49,16.84
Whole Foods,421047592.0,,1.99,3.29,3.69,,2.99
Whole Foods,421176959.0,,1.99,65.69,74.09,,47.26
Whole Foods,421428384.0,,1.99,64.39,,62.49,42.96
Whole Foods,421938798.0,,1.99,17.89,,17.39,12.42
Whole Foods,426268457.0,,1.99,14.39,16.29,13.99,11.66
Whole Foods,426540728.0,,,56.79,63.99,55.09,58.62
Whole Foods,426909634.0,,,14.19,15.99,,15.09
Whole Foods,428456157.0,,1.99,27.69,31.19,,20.29
Whole Foods,429624919.0,,1.99,,,,1.99
Whole Foods,430094535.0,,1.99,32.59,36.79,31.69,25.76
Whole Foods,431156925.0,,1.99,,,,1.99
Whole Foods,432934258.0,,1.99,59.79,67.39,58.09,46.82
Whole Foods,433536637.0,,1.99,,,41.89,21.94
Whole Foods,434688119.0,,1.99,16.29,18.29,15.79,13.09
Whole Foods,435304991.0,,1.99,22.99,25.89,22.39,18.31
Whole Foods,436463728.0,,1.99,,59.69,,30.84
Whole Foods,436491453.0,,1.99,62.49,,,32.24
Whole Foods,437067209.0,,1.99,64.39,,62.49,42.96
Whole Foods,437172755.0,,1.99,14.89,,14.49,10.46
Whole Foods,437637358.0,,1.99,26.99,30.39,,19.79
Whole Foods,438682627.0,,1.99,56.89,,55.29,38.06
Whole Foods,440219593.0,,1.99,14.59,16.39,,10.99
Whole Foods,440309024.0,,1.99,34.79,39.19,,25.32
Whole Foods,441168504.0,,1.99,20.59,,19.99,14.19
Whole Foods,441404447.0,,1.99,57.59,64.89,55.89,45.09
Whole Foods,441453292.0,,1.99,,45.99,39.59,29.19
Whole Foods,441772088.0,,,27.29,,26.49,26.89
Whole Foods,441947799.0,,1.99,56.79,,55.09,37.96
Whole Foods,442236507.0,,1.99,50.89,57.29,,36.72
Whole Foods,443127155.0,,1.99,43.29,48.79,,31.36
Whole Foods,445250129.0,,1.99,62.19,,,32.09
Whole Foods,445351739.0,,1.99,37.69,42.49,36.59,29.69
Whole Foods,446836510.0,,1.99,18.09,,17.59,12.56
Whole Foods,447640332.0,,,,15.29,13.09,14.19
Whole Foods,447858500.0,,1.99,23.39,,22.79,16.06
Whole Foods,448330081.0,,1.99,,,,1.99
Whole Foods,449986246.0,,,5.49,6.19,5.29,5.66
Whole Foods,450309449.0,,1.99,29.49,33.19,28.59,23.32
Whole Foods,451026029.0,,1.99,40.99,,39.79,27.59
Whole Foods,451469731.0,,1.99,55.89,,,28.94
Whole Foods,454788216.0,,1.99,36.49,,,19.24
Whole Foods,456113225.0,,1.99,64.59,72.89,,46.49
Whole Foods,456975266.0,,1.99,,16.89,14.59,11.16
Whole Foods,457695472.0,,1.99,56.89,64.19,55.29,44.59
Whole Foods,458313112.0,,1.99,,,,1.99
Whole Foods,458350008.0,,1.99,7.49,8.39,,5.96
Whole Foods,459605874.0,,1.99,18.89,21.29,18.39,15.14
Whole Foods,460807284.0,,1.99,,44.09,37.99,28.02
Whole Foods,461128883.0,,1.99,61.99,,,31.99
Whole Foods,466810890.0,,1.99,,63.69,54.89,40.19
Whole Foods,468699741.0,,1.99,35.69,40.19,34.59,28.12
Whole Foods,470178735.0,,1.99,60.99,68.69,,43.89
Whole Foods,470692001.0,,1.99,16.29,18.29,,12.19
Whole Foods,471370637.0,,1.99,18.69,21.09,,13.92
Whole Foods,472559312.0,,,31.39,35.39,,33.39
Whole Foods,473279874.0,,1.99,26.69,30.09,25.89,21.16
Whole Foods,474794200.0,,1.99,40.89,46.09,,29.66
Whole Foods,475245085.0,,1.99,51.79,,,26.89
Whole Foods,475672709.0,,1.99,44.29,,,23.14
Whole Foods,476935693.0,,1.99,,,34.39,18.19
Whole Foods,477240979.0,,1.99,11.29,12.79,10.99,9.26
Whole Foods,477539026.0,,1.99,53.19,59.89,51.59,41.66
Whole Foods,477638150.0,,1.99,8.29,,,5.14
Whole Foods,479749486.0,,1.99,44.39,49.99,42.99,34.84
Whole Foods,480476230.0,,1.99,23.19,,22.49,15.89
Whole Foods,481195187.0,,1.99,38.09,42.89,,27.66
Whole Foods,481217425.0,,1.99,29.89,,28.99,20.29
Whole Foods,484526970.0,,1.99,4.69,5.19,,3.96
Whole Foods,484719492.0,,1.99,58.99,66.49,,42.49
Whole Foods,486230490.0,,1.99,57.29,64.59,,41.29
Whole Foods,486482090.0,,,34.29,38.69,33.29,35.42
Whole Foods,488091787.0,,1.99,29.29,32.99,28.39,23.16
Whole Foods,488377803.0,,1.99,,5.49,4.69,4.06
Whole Foods,489000444.0,,1.99,,10.09,,6.04
Whole Foods,489398729.0,,1.99,40.69,45.89,39.49,32.02
Whole Foods,492209870.0,,1.99,64.79,,62.89,43.22
Whole Foods,494020899.0,,1.99,52.49,59.19,,37.89
Whole Foods,495847520.0,,,63.19,,61.29,62.24
Whole Foods,496444498.0,,1.99,18.89,,18.29,13.06
Whole Foods,499640947.0,,1.99,0.99,,0.99,1.32
Whole Foods,500505797.0,,1.99,32.99,,31.99,22.32
Whole Foods,502816606.0,,1.99,33.49,,,17.74
Whole Foods,503341824.0,,1.99,30.69,34.59,29.79,24.26
Whole Foods,503736553.0,,1.99,13.59,,13.19,9.59
Whole Foods,503966459.0,,1.99,41.39,,,21.69
Whole Foods,504139198.0,,1.99,,,,1.99
Whole Foods,505307561.0,,1.99,56.09,63.19,,40.42
Whole Foods,505693127.0,,1.99,28.79,32.49,,21.09
Whole Foods,506238955.0,,1.99,62.29,70.29,,44.86
Whole Foods,506732002.0,,1.99,60.09,,58.39,40.16
Whole Foods,506754007.0,,1.99,54.19,61.09,52.59,42.46
Whole Foods,507203618.0,,1.99,28.39,,,15.19
Whole Foods,508453812.0,,1.99,44.79,,,23.39
Whole Foods,508604923.0,,1.99,45.79,,,23.89
Whole Foods,509056495.0,,1.99,26.09,,,14.04
Whole Foods,509116779.0,,1.99,1.49,,,1.74
Whole Foods,509419735.0,,1.99,41.99,47.39,,30.46
Whole Foods,513172706.0,,1.99,,6.49,,4.24
Whole Foods,514293895.0,,1.99,43.29,,,22.64
Whole Foods,514730047.0,,1.99,,53.09,,27.54
Whole Foods,514805290.0,,1.99,7.09,,6.89,5.32
Whole Foods,514912132.0,,1.99,,49.19,42.29,31.16
Whole Foods,514987291.0,,,60.49,68.19,58.69,62.46
Whole Foods,516205909.0,,1.99,37.39,,36.29,25.22
Whole Foods,517769564.0,,1.99,21.39,24.19,20.79,17.09
Whole Foods,518047270.0,,1.99,30.29,34.19,29.39,23.96
Whole Foods,523773926.0,,1.99,13.69,,,7.84
Whole Foods,525505777.0,,1.99,19.79,22.39,19.29,15.86
Whole Foods,525996730.0,,1.99,49.79,,48.29,33.36
Whole Foods,526069074.0,,1.99,9.79,11.09,,7.62
Whole Foods,526212256.0,,1.99,34.79,,33.69,23.49
Whole Foods,526328901.0,,1.99,2.09,,,2.04
Whole Foods,529559570.0,,1.99,8.69,,8.49,6.39
Whole Foods,529968586.0,,1.99,38.59,43.49,37.49,30.39
Whole Foods,531197407.0,,1.99,26.89,30.29,,19.72
Whole Foods,531867954.0,,1.99,57.09,,55.49,38.19
Whole Foods,533704030.0,,1.99,60.89,68.69,59.09,47.66
Whole Foods,534498710.0,,1.99,56.29,,,29.14
Whole Foods,534500231.0,,1.99,56.59,,54.99,37.86
Whole Foods,535286391.0,,1.99,32.09,,,17.04
Whole Foods,535529908.0,,1.99,2.49,,,2.24
Whole Foods,536411687.0,,1.99,43.29,48.79,,31.36
Whole Foods,537045183.0,,1.99,18.09,20.39,,13.49
Whole Foods,538593323.0,,1.99,19.69,22.19,,14.62
Whole Foods,538783344.0,,1.99,53.79,,,27.89
Whole Foods,541222561.0,,1.99,3.19,3.59,,2.92
Whole Foods,541553073.0,,1.99,34.19,,33.19,23.12
Whole Foods,541944658.0,,1.99,44.89,,43.59,30.16
Whole Foods,542244776.0,,1.99,38.09,42.89,,27.66
Whole Foods,543464804.0,,1.99,21.29,,,11.64
Whole Foods,544719559.0,,1.99,48.89,,47.49,32.79
Whole Foods,545019950.0,,1.99,62.99,70.99,61.19,49.29
Whole Foods,545133835.0,,1.99,,40.59,34.99,25.86
Whole Foods,545319478.0,,1.99,59.09,,,30.54
Whole Foods,546802474.0,,1.99,49.29,55.49,,35.59
Whole Foods,549109328.0,,1.99,,,26.29,14.14
Whole Foods,549838046.0,,1.99,61.89,69.79,60.09,48.44
Whole Foods,549873373.0,,,,55.79,,55.79
Whole Foods,551067349.0,,1.99,5.49,,,3.74
Whole Foods,554043945.0,,1.99,21.19,,20.59,14.59
Whole Foods,554693845.0,,1.99,4.39,4.89,4.19,3.86
Whole Foods,554753210.0,,1.99,40.29,,39.09,27.12
Whole Foods,555173446.0,,1.99,8.79,9.89,,6.89
Whole Foods,555275616.0,,1.99,45.19,,,23.59
Whole Foods,555531366.0,,1.99,12.89,14.59,12.49,10.49
Whole Foods,556223651.0,,1.99,37.79,,36.69,25.49
Whole Foods,557031026.0,,1.99,22.09,,21.49,15.19
Whole Foods,557394018.0,,1.99,51.49,,49.99,34.49
Whole Foods,557637639.0,,1.99,0.89,1.09,0.89,1.21
Whole Foods,561425157.0,,1.99,13.39,15.09,12.99,10.86
Whole Foods,564014969.0,,1.99,10.69,,10.39,7.69
Whole Foods,564734116.0,,1.99,45.29,,43.99,30.42
Whole Foods,565021540.0,,1.99,,22.79,19.69,14.82
Whole Foods,565170341.0,,1.99,10.59,11.89,,8.16
Whole Foods,565229692.0,,1.99,53.69,,,27.84
Whole Foods,568256903.0,,1.99,57.79,65.09,56.09,45.24
Whole Foods,568480217.0,,1.99,22.69,25.59,21.99,18.07
Whole Foods,569684083.0,,1.99,24.39,27.49,23.69,19.39
Whole Foods,571419391.0,,,45.89,51.79,,48.84
Whole Foods,571896895.0,,,11.59,13.09,,12.34
Whole Foods,574010167.0,,1.99,16.49,18.49,,12.32
Whole Foods,574169049.0,,1.99,16.09,18.09,15.59,12.94
Whole Foods,574404121.0,,,29.69,,,29.69
Whole Foods,574686428.0,,1.99,40.69,45.89,39.49,32.02
Whole Foods,575714399.0,,1.99,14.49,16.39,14.09,11.74
Whole Foods,576244412.0,,1.99,,,,1.99
Whole Foods,576506037.0,,1.99,45.69,51.59,,33.09
Whole Foods,579355486.0,,1.99,10.49,11.79,10.19,8.62
Whole Foods,581030587.0,,1.99,14.19,15.99,,10.72
Whole Foods,581614281.0,,1.99,,,,1.99
Whole Foods,582214622.0,,1.99,17.69,19.99,17.19,14.22
Whole Foods,582451335.0,,1.99,61.39,69.29,59.59,48.07
Whole Foods,583297806.0,,1.99,40.99,,39.79,27.59
Whole Foods,583333446.0,,1.99,47.79,,,24.89
Whole Foods,583382498.0,,1.99,19.99,22.59,,14.86
Whole Foods,583814806.0,,1.99,45.49,51.29,44.19,35.74
Whole Foods,584200676.0,,1.99,,51.59,44.39,32.66
Whole Foods,584598491.0,,1.99,64.89,,,33.44
Whole Foods,585091176.0,,1.99,21.39,,20.79,14.72
Whole Foods,587031338.0,,,61.69,69.49,59.89,63.69
Whole Foods,587816654.0,,1.99,40.49,45.59,39.29,31.84
Whole Foods,588225773.0,,1.99,,,,1.99
Whole Foods,591915659.0,,1.99,61.89,,60.09,41.32
Whole Foods,592298415.0,,1.99,48.09,,46.69,32.26
Whole Foods,592499340.0,,1.99,,,2.69,2.34
Whole Foods,594035260.0,,1.99,64.29,72.49,62.39,50.29
Whole Foods,594511101.0,,1.99,20.59,,19.99,14.19
Whole Foods,596626474.0,,1.99,40.79,,39.59,27.46
Whole Foods,598589918.0,,1.99,6.89,7.69,6.69,5.82
Whole Foods,599052834.0,,1.99,18.89,21.29,,14.06
Whole Foods,599921977.0,,1.99,37.09,,35.99,25.02
Whole Foods,604272498.0,,1.99,0.89,,,1.44
Whole Foods,604540867.0,,1.99,14.89,,14.49,10.46
Whole Foods,606279907.0,,,49.49,,,49.49
Whole Foods,606513778.0,,1.99,2.09,,,2.04
Whole Foods,607409332.0,,1.99,43.89,49.49,42.59,34.49
Whole Foods,612017146.0,,1.99,24.69,,,13.34
Whole Foods,612864775.0,,1.99,26.19,29.49,,19.22
Whole Foods,614172105.0,,1.99,35.99,40.59,,26.19
Whole Foods,614290704.0,,1.99,41.29,46.49,40.09,32.47
Whole Foods,614892418.0,,1.99,,72.99,62.89,45.96
Whole Foods,615121896.0,,1.99,43.79,49.39,,31.72
Whole Foods,615706094.0,,1.99,48.79,54.99,,35.26
Whole Foods,616240709.0,,1.99,62.89,70.89,,45.26
Whole Foods,617543188.0,,1.99,22.89,,22.19,15.69
Whole Foods,620047925.0,,1.99,50.69,57.09,49.19,39.74
Whole Foods,622287285.0,,1.99,3.39,,3.29,2.89
Whole Foods,625438627.0,,1.99,64.39,,,33.19
Whole Foods,627416688.0,,1.99,26.69,,,14.34
Whole Foods,627807402.0,,1.99,26.39,29.69,25.59,20.92
Whole Foods,627831552.0,,1.99,,64.79,,33.39
Whole Foods,628622442.0,,1.99,10.69,,10.39,7.69
Whole Foods,629512894.0,,,60.69,68.39,58.89,62.66
Whole Foods,631749882.0,,1.99,,,,1.99
Whole Foods,633357974.0,,1.99,,13.09,11.29,8.79
Whole Foods,634830299.0,,1.99,,,13.59,7.79
Whole Foods,635609352.0,,1.99,17.89,,,9.94
Whole Foods,637471150.0,,1.99,55.09,,,28.54
Whole Foods,637601085.0,,1.99,,,,1.99
Whole Foods,641131808.0,,,29.49,,28.59,29.04
Whole Foods,641206219.0,,1.99,22.79,25.69,,16.82
Whole Foods,641701426.0,,,44.19,,,44.19
Whole Foods,643048328.0,,1.99,46.39,,44.99,31.12
Whole Foods,643110527.0,,1.99,12.39,,,7.19
Whole Foods,643610475.0,,1.99,15.29,,,8.64
Whole Foods,643629043.0,,1.99,7.09,7.89,6.89,5.96
Whole Foods,643891644.0,,1.99,44.09,49.69,42.79,34.64
Whole Foods,643896037.0,,1.99,,,,1.99
Whole Foods,644054876.0,,1.99,30.99,,,16.49
Whole Foods,644874729.0,,1.99,33.59,,,17.79
Whole Foods,645118810.0,,1.99,40.39,,39.19,27.19
Whole Foods,645331356.0,,1.99,,,,1.99
Whole Foods,646431619.0,,1.99,2.69,2.99,,2.56
Whole Foods,646726630.0,,1.99,24.39,27.49,,17.96
Whole Foods,647962512.0,,1.99,,,,1.99
Whole Foods,649976289.0,,,,,,
Whole Foods,650943158.0,,1.99,16.39,,15.99,11.46
Whole Foods,651936351.0,,1.99,3.29,3.79,,3.02
Whole Foods,652377244.0,,1.99,34.89,,,18.44
Whole Foods,653798822.0,,1.99,32.29,,,17.14
Whole Foods,654081535.0,,1.99,,33.99,29.29,21.76
Whole Foods,654483249.0,,1.99,28.99,32.69,,21.22
Whole Foods,655347860.0,,1.99,58.19,,56.49,38.89
Whole Foods,658435562.0,,1.99,,43.79,37.79,27.86
Whole Foods,659422945.0,,1.99,5.69,6.39,5.49,4.89
Whole Foods,663501723.0,,,14.99,16.89,14.59,15.49
Whole Foods,665091890.0,,1.99,5.89,6.59,5.69,5.04
Whole Foods,667968672.0,,1.99,16.89,,,9.44
Whole Foods,672429356.0,,1.99,8.39,9.39,8.09,6.96
Whole Foods,673299284.0,,1.99,10.69,,10.39,7.69
Whole Foods,674159443.0,,1.99,18.19,,17.69,12.62
Whole Foods,675134953.0,,1.99,31.49,35.49,30.49,24.86
Whole Foods,676268953.0,,,65.59,,,65.59
Whole Foods,676274385.0,,,45.89,51.69,44.49,47.36
Whole Foods,676939567.0,,1.99,42.29,,41.09,28.46
Whole Foods,677674656.0,,1.99,21.59,,20.99,14.86
Whole Foods,678530217.0,,1.99,43.29,48.79,41.99,34.02
Whole Foods,678539677.0,,1.99,30.99,,30.09,21.02
Whole Foods,678675568.0,,1.99,,,,1.99
Whole Foods,680584021.0,,1.99,22.29,,,12.14
Whole Foods,681789308.0,,1.99,55.59,,53.99,37.19
Whole Foods,683028909.0,,,49.29,55.49,47.79,50.86
Whole Foods,683810722.0,,1.99,21.49,24.29,,15.92
Whole Foods,685061388.0,,1.99,54.39,,52.79,36.39
Whole Foods,685715810.0,,1.99,,32.69,,17.34
Whole Foods,687061455.0,,1.99,40.59,45.79,,29.46
Whole Foods,688174297.0,,1.99,50.39,,48.89,33.76
Whole Foods,688858216.0,,1.99,19.79,22.29,,14.69
Whole Foods,690069404.0,,,20.69,23.39,,22.04
Whole Foods,690308756.0,,1.99,47.69,,,24.84
Whole Foods,690392986.0,,1.99,49.99,56.39,,36.12
Whole Foods,690451660.0,,1.99,24.29,27.39,23.59,19.32
Whole Foods,692276824.0,,,63.49,71.49,61.59,65.52
Whole Foods,694468735.0,,,,1.99,1.69,1.84
Whole Foods,694669999.0,,1.99,24.89,28.09,24.19,19.79
Whole Foods,695599406.0,,1.99,12.39,13.99,,9.46
Whole Foods,696954302.0,,1.99,33.79,,32.79,22.86
Whole Foods,697589645.0,,1.99,30.69,34.69,29.79,24.29
Whole Foods,698510708.0,,1.99,35.69,,34.59,24.09
Whole Foods,698731992.0,,,52.69,,,52.69
Whole Foods,698832542.0,,1.99,22.09,,,12.04
Whole Foods,699701113.0,,1.99,3.29,,3.19,2.82
Whole Foods,700041439.0,,1.99,25.49,,,13.74
Whole Foods,700311165.0,,1.99,45.99,,,23.99
Whole Foods,700660531.0,,1.99,43.29,48.89,42.09,34.06
Whole Foods,701377201.0,,1.99,3.89,4.39,,3.42
Whole Foods,702065059.0,,1.99,56.49,63.69,54.79,44.24
Whole Foods,702239031.0,,1.99,11.79,13.19,11.39,9.59
Whole Foods,702868026.0,,1.99,,,16.59,9.29
Whole Foods,704505214.0,,1.99,31.99,,,16.99
Whole Foods,708247357.0,,1.99,11.79,,,6.89
Whole Foods,708419030.0,,1.99,13.59,,13.19,9.59
Whole Foods,708930835.0,,1.99,19.49,,18.89,13.46
Whole Foods,709096794.0,,1.99,42.99,48.49,41.79,33.82
Whole Foods,711957058.0,,1.99,,27.29,23.49,17.59
Whole Foods,713032211.0,,1.99,9.79,10.99,9.49,8.06
Whole Foods,714138116.0,,1.99,61.89,,60.09,41.32
Whole Foods,714264288.0,,1.99,17.19,,16.69,11.96
Whole Foods,714768657.0,,1.99,29.69,,,15.84
Whole Foods,715494692.0,,1.99,,,63.89,32.94
Whole Foods,716383928.0,,1.99,32.39,,,17.19
Whole Foods,723419379.0,,1.99,47.69,53.79,,34.49
Whole Foods,723906184.0,,1.99,20.79,23.49,,15.42
Whole Foods,723934665.0,,1.99,52.59,,51.09,35.22
Whole Foods,725772193.0,,1.99,,,9.59,5.79
Whole Foods,726107443.0,,1.99,61.29,69.09,59.49,47.96
Whole Foods,726593797.0,,1.99,19.29,,,10.64
Whole Foods,727229928.0,,1.99,31.29,,,16.64
Whole Foods,728311671.0,,1.99,24.69,,,13.34
Whole Foods,731963540.0,,1.99,59.49,,,30.74
Whole Foods,736014357.0,,1.99,11.39,,,6.69
Whole Foods,736362595.0,,1.99,36.59,41.19,35.49,28.82
Whole Foods,737000536.0,,1.99,8.69,9.79,8.49,7.24
Whole Foods,737234743.0,,1.99,56.89,64.19,55.29,44.59
Whole Foods,739054494.0,,1.99,,28.29,24.39,18.22
Whole Foods,739430945.0,,1.99,,,,1.99
Whole Foods,740153739.0,,1.99,17.89,,,9.94
Whole Foods,740420827.0,,1.99,10.19,11.49,9.89,8.39
Whole Foods,742030365.0,,1.99,54.39,61.29,,39.22
Whole Foods,742726716.0,,1.99,,,45.09,23.54
Whole Foods,743414051.0,,1.99,36.99,,35.89,24.96
Whole Foods,744228999.0,,1.99,7.89,8.89,7.69,6.62
Whole Foods,744486125.0,,1.99,20.99,23.69,,15.56
Whole Foods,744789087.0,,1.99,3.69,,3.59,3.09
Whole Foods,745216676.0,,1.99,21.29,,20.69,14.66
Whole Foods,745790660.0,,1.99,49.69,55.99,,35.89
Whole Foods,746596885.0,,1.99,7.09,7.99,,5.69
Whole Foods,746763504.0,,1.99,,64.79,55.79,40.86
Whole Foods,748626363.0,,1.99,8.59,,,5.29
Whole Foods,749133422.0,,1.99,53.99,60.79,,38.92
Whole Foods,749696942.0,,1.99,4.09,4.59,3.99,3.66
Whole Foods,750854309.0,,1.99,,40.29,,21.14
Whole Foods,751783597.0,,1.99,,72.59,,37.29
Whole Foods,753436797.0,,1.99,49.89,,,25.94
Whole Foods,757501813.0,,1.99,42.09,,40.89,28.32
Whole Foods,757630984.0,,1.99,29.79,33.59,,21.79
Whole Foods,758967619.0,,1.99,43.59,,,22.79
Whole Foods,760445497.0,,1.99,8.79,9.89,,6.89
Whole Foods,762004012.0,,,,1.99,,1.99
Whole Foods,762710881.0,,1.99,50.69,57.09,,36.59
Whole Foods,762977091.0,,1.99,15.19,,,8.59
Whole Foods,763083923.0,,1.99,16.49,,16.09,11.52
Whole Foods,763210027.0,,1.99,,33.59,28.99,21.52
Whole Foods,764458897.0,,1.99,50.19,56.59,,36.26
Whole Foods,764530996.0,,1.99,32.99,37.19,31.99,26.04
Whole Foods,765932940.0,,1.99,57.69,,,29.84
Whole Foods,765958220.0,,,,20.89,17.99,19.44
Whole Foods,766810433.0,,1.99,20.19,22.69,,14.96
Whole Foods,768303991.0,,,,,,
Whole Foods,768547166.0,,1.99,40.79,45.99,,29.59
Whole Foods,768628469.0,,1.99,10.09,,,6.04
Whole Foods,768879663.0,,1.99,65.59,,,33.79
Whole Foods,768900012.0,,1.99,56.99,64.19,55.29,44.62
Whole Foods,769464973.0,,1.99,43.59,49.19,,31.59
Whole Foods,770347410.0,,1.99,1.79,1.99,,1.92
Whole Foods,771066892.0,,1.99,36.39,40.99,,26.46
Whole Foods,773828271.0,,1.99,62.49,70.49,60.69,48.92
Whole Foods,774342015.0,,1.99,40.19,45.29,,29.16
Whole Foods,774949377.0,,1.99,29.19,32.99,28.39,23.14
Whole Foods,778006625.0,,,,66.39,,66.39
Whole Foods,778682895.0,,1.99,,,4.99,3.49
Whole Foods,780230660.0,,1.99,53.09,59.89,51.49,41.62
Whole Foods,783399454.0,,1.99,34.39,,33.39,23.26
Whole Foods,783845705.0,,1.99,25.89,29.19,25.09,20.54
Whole Foods,783899410.0,,1.99,46.69,,,24.34
Whole Foods,784408530.0,,1.99,2.49,,2.39,2.29
Whole Foods,785234168.0,,1.99,,41.39,35.69,26.36
Whole Foods,786293238.0,,1.99,6.39,7.19,6.19,5.44
Whole Foods,789649867.0,,1.99,53.69,60.49,,38.72
Whole Foods,789986401.0,,1.99,16.19,,15.69,11.29
Whole Foods,790024227.0,,1.99,16.39,,15.89,11.42
Whole Foods,790066655.0,,1.99,4.79,5.39,4.69,4.22
Whole Foods,790347148.0,,1.99,62.69,54.29,46.69,41.41
Whole Foods,791901779.0,,1.99,50.89,,,26.44
Whole Foods,793865483.0,,1.99,19.69,22.19,19.09,15.74
Whole Foods,794251522.0,,1.99,41.19,,,21.59
Whole Foods,795655973.0,,1.99,60.59,,58.79,40.46
Whole Foods,795937333.0,,,25.19,28.39,24.39,25.99
Whole Foods,797375865.0,,,63.09,,61.19,62.14
Whole Foods,798625113.0,,,3.89,,3.79,3.84
Whole Foods,801329171.0,,,57.19,64.39,55.49,59.02
Whole Foods,802480036.0,,1.99,59.59,,57.79,39.79
Whole Foods,804094528.0,,1.99,46.39,,45.09,31.16
Whole Foods,805082512.0,,1.99,,,,1.99
Whole Foods,808274867.0,,1.99,43.79,49.39,,31.72
Whole Foods,808976577.0,,1.99,29.99,,29.09,20.36
Whole Foods,810777505.0,,1.99,31.39,,,16.69
Whole Foods,812183948.0,,1.99,33.09,,,17.54
Whole Foods,812264326.0,,1.99,32.79,36.99,31.79,25.89
Whole Foods,812817987.0,,1.99,24.79,,,13.39
Whole Foods,813117592.0,,1.99,49.49,55.79,,35.76
Whole Foods,817162115.0,,1.99,20.69,23.39,,15.36
Whole Foods,817674221.0,,1.99,,58.19,50.09,36.76
Whole Foods,818139689.0,,1.99,,,,1.99
Whole Foods,819121025.0,,1.99,,25.09,21.59,16.22
Whole Foods,820540489.0,,1.99,57.59,64.89,55.89,45.09
Whole Foods,821096485.0,,1.99,9.89,,9.69,7.19
Whole Foods,821504223.0,,1.99,49.59,,48.19,33.26
Whole Foods,822316142.0,,1.99,,,,1.99
Whole Foods,825958722.0,,1.99,10.49,11.79,10.19,8.62
Whole Foods,826114350.0,,1.99,22.39,,,12.19
Whole Foods,826771870.0,,,16.19,18.29,,17.24
Whole Foods,826777526.0,,1.99,54.19,,52.59,36.26
Whole Foods,827210689.0,,1.99,,8.89,7.69,6.19
Whole Foods,827352822.0,,1.99,,26.99,,14.49
Whole Foods,827531126.0,,1.99,43.49,48.99,42.19,34.16
Whole Foods,827631041.0,,1.99,44.99,,,23.49
Whole Foods,827898456.0,,1.99,,,,1.99
Whole Foods,827980895.0,,1.99,60.19,67.89,58.39,47.11
Whole Foods,829968022.0,,1.99,36.69,41.29,,26.66
Whole Foods,830115263.0,,,49.39,55.69,47.99,51.02
Whole Foods,831054514.0,,1.99,38.19,43.09,37.09,30.09
Whole Foods,831639757.0,,1.99,46.39,52.29,,33.56
Whole Foods,832037986.0,,1.99,8.29,,8.09,6.12
Whole Foods,832713642.0,,1.99,,35.09,30.19,22.42
Whole Foods,835193761.0,,1.49,64.39,72.59,62.49,50.24
Whole Foods,835966795.0,,1.99,12.69,14.29,12.29,10.31
Whole Foods,836742374.0,,1.99,47.79,,46.39,32.06
Whole Foods,836817411.0,,1.99,27.09,30.49,26.29,21.46
Whole Foods,838460068.0,,1.99,65.09,,,33.54
Whole Foods,838729004.0,,1.99,7.69,,,4.84
Whole Foods,839680734.0,,1.99,33.49,,,17.74
Whole Foods,840138489.0,,1.99,29.59,33.39,28.69,23.42
Whole Foods,841392681.0,,1.99,61.89,69.69,60.09,48.42
Whole Foods,842306029.0,,1.99,43.19,,41.89,29.02
Whole Foods,842621232.0,,1.99,47.29,53.39,,34.22
Whole Foods,842968031.0,,1.99,37.29,42.09,36.19,29.39
Whole Foods,843645850.0,,1.99,31.19,,30.29,21.16
Whole Foods,845328666.0,,1.99,39.09,,37.89,26.32
Whole Foods,845893087.0,,,56.19,,,56.19
Whole Foods,846637828.0,,1.99,5.69,,5.49,4.39
Whole Foods,848007798.0,,1.99,20.09,,,11.04
Whole Foods,848280790.0,,,,45.49,39.19,42.34
Whole Foods,849299370.0,,1.99,12.19,,11.79,8.66
Whole Foods,849425547.0,,1.99,56.69,63.99,55.09,44.44
